,nid,cabinet,cname,NICaddr,x,y,z,class
11693,11693,c20-2,c20-2c1s6n3,41381,14,3,9,xk
11694,11694,c20-2,c20-2c1s7n2,41376,14,3,8,xk
11695,11695,c20-2,c20-2c1s7n3,41377,14,3,8,xk
11696,11696,c20-2,c20-2c2s7n2,41372,14,3,7,xk
11697,11697,c20-2,c20-2c2s7n3,41373,14,3,7,xk
11698,11698,c20-2,c20-2c2s6n2,41368,14,3,6,xk
11699,11699,c20-2,c20-2c2s6n3,41369,14,3,6,xk
11700,11700,c20-2,c20-2c2s5n2,41364,14,3,5,xk
11701,11701,c20-2,c20-2c2s5n3,41365,14,3,5,xk
11702,11702,c20-2,c20-2c2s4n2,41360,14,3,4,xk
11703,11703,c20-2,c20-2c2s4n3,41361,14,3,4,xk
11704,11704,c20-2,c20-2c2s3n2,41356,14,3,3,xk
11705,11705,c20-2,c20-2c2s3n3,41357,14,3,3,xk
11706,11706,c20-2,c20-2c2s2n2,41352,14,3,2,xk
11707,11707,c20-2,c20-2c2s2n3,41353,14,3,2,xk
11708,11708,c20-2,c20-2c2s1n2,41348,14,3,1,xk
11709,11709,c20-2,c20-2c2s1n3,41349,14,3,1,xk
11710,11710,c20-2,c20-2c2s0n2,41344,14,3,0,xk
11711,11711,c20-2,c20-2c2s0n3,41345,14,3,0,xk
11712,11712,c20-4,c20-4c0s0n0,41472,14,4,0,xe
11713,11713,c20-4,c20-4c0s0n1,41473,14,4,0,xe
11714,11714,c20-4,c20-4c0s1n0,41476,14,4,1,xe
11715,11715,c20-4,c20-4c0s1n1,41477,14,4,1,xe
11716,11716,c20-4,c20-4c0s2n0,41480,14,4,2,xe
11717,11717,c20-4,c20-4c0s2n1,41481,14,4,2,xe
11718,11718,c20-4,c20-4c0s3n0,41484,14,4,3,xe
11719,11719,c20-4,c20-4c0s3n1,41485,14,4,3,xe
11720,11720,c20-4,c20-4c0s4n0,41488,14,4,4,xe
11721,11721,c20-4,c20-4c0s4n1,41489,14,4,4,xe
11722,11722,c20-4,c20-4c0s5n0,41492,14,4,5,xe
11723,11723,c20-4,c20-4c0s5n1,41493,14,4,5,xe
11724,11724,c20-4,c20-4c0s6n0,41496,14,4,6,xe
11725,11725,c20-4,c20-4c0s6n1,41497,14,4,6,xe
11726,11726,c20-4,c20-4c0s7n0,41500,14,4,7,xe
11727,11727,c20-4,c20-4c0s7n1,41501,14,4,7,xe
11728,11728,c20-4,c20-4c1s7n0,41504,14,4,8,xe
11729,11729,c20-4,c20-4c1s7n1,41505,14,4,8,xe
11730,11730,c20-4,c20-4c1s6n0,41508,14,4,9,xe
11731,11731,c20-4,c20-4c1s6n1,41509,14,4,9,xe
11732,11732,c20-4,c20-4c1s5n0,41512,14,4,10,xe
11733,11733,c20-4,c20-4c1s5n1,41513,14,4,10,xe
11734,11734,c20-4,c20-4c1s4n0,41516,14,4,11,xe
11735,11735,c20-4,c20-4c1s4n1,41517,14,4,11,xe
11736,11736,c20-4,c20-4c1s3n0,41520,14,4,12,xe
11737,11737,c20-4,c20-4c1s3n1,41521,14,4,12,xe
11738,11738,c20-4,c20-4c1s2n0,41524,14,4,13,xe
11739,11739,c20-4,c20-4c1s2n1,41525,14,4,13,xe
11740,11740,c20-4,c20-4c1s1n0,41528,14,4,14,xe
11741,11741,c20-4,c20-4c1s1n1,41529,14,4,14,xe
11742,11742,c20-4,c20-4c1s0n0,41532,14,4,15,xe
11743,11743,c20-4,c20-4c1s0n1,41533,14,4,15,xe
11744,11744,c20-4,c20-4c2s0n0,41536,14,4,16,xe
11745,11745,c20-4,c20-4c2s0n1,41537,14,4,16,xe
11746,11746,c20-4,c20-4c2s1n0,41540,14,4,17,xe
11747,11747,c20-4,c20-4c2s1n1,41541,14,4,17,xe
11748,11748,c20-4,c20-4c2s2n0,41544,14,4,18,xe
11749,11749,c20-4,c20-4c2s2n1,41545,14,4,18,xe
11750,11750,c20-4,c20-4c2s3n0,41548,14,4,19,xe
11751,11751,c20-4,c20-4c2s3n1,41549,14,4,19,xe
11752,11752,c20-4,c20-4c2s4n0,41552,14,4,20,xe
11753,11753,c20-4,c20-4c2s4n1,41553,14,4,20,xe
11754,11754,c20-4,c20-4c2s5n0,41556,14,4,21,xe
11755,11755,c20-4,c20-4c2s5n1,41557,14,4,21,xe
11756,11756,c20-4,c20-4c2s6n0,41560,14,4,22,xe
11757,11757,c20-4,c20-4c2s6n1,41561,14,4,22,xe
11758,11758,c20-4,c20-4c2s7n0,41564,14,4,23,xe
11759,11759,c20-4,c20-4c2s7n1,41565,14,4,23,xe
11760,11760,c20-4,c20-4c2s7n2,41692,14,5,23,xe
11761,11761,c20-4,c20-4c2s7n3,41693,14,5,23,xe
11762,11762,c20-4,c20-4c2s6n2,41688,14,5,22,xe
11763,11763,c20-4,c20-4c2s6n3,41689,14,5,22,xe
11764,11764,c20-4,c20-4c2s5n2,41684,14,5,21,xe
11765,11765,c20-4,c20-4c2s5n3,41685,14,5,21,xe
11766,11766,c20-4,c20-4c2s4n2,41680,14,5,20,xe
11767,11767,c20-4,c20-4c2s4n3,41681,14,5,20,xe
11768,11768,c20-4,c20-4c2s3n2,41676,14,5,19,xe
11769,11769,c20-4,c20-4c2s3n3,41677,14,5,19,xe
11770,11770,c20-4,c20-4c2s2n2,41672,14,5,18,xe
11771,11771,c20-4,c20-4c2s2n3,41673,14,5,18,xe
11772,11772,c20-4,c20-4c2s1n2,41668,14,5,17,xe
11773,11773,c20-4,c20-4c2s1n3,41669,14,5,17,xe
11774,11774,c20-4,c20-4c2s0n2,41664,14,5,16,xe
11775,11775,c20-4,c20-4c2s0n3,41665,14,5,16,xe
11776,11776,c20-4,c20-4c1s0n2,41660,14,5,15,xe
11777,11777,c20-4,c20-4c1s0n3,41661,14,5,15,xe
11778,11778,c20-4,c20-4c1s1n2,41656,14,5,14,xe
11779,11779,c20-4,c20-4c1s1n3,41657,14,5,14,xe
11780,11780,c20-4,c20-4c1s2n2,41652,14,5,13,xe
11781,11781,c20-4,c20-4c1s2n3,41653,14,5,13,xe
11782,11782,c20-4,c20-4c1s3n2,41648,14,5,12,xe
11783,11783,c20-4,c20-4c1s3n3,41649,14,5,12,xe
11784,11784,c20-4,c20-4c1s4n2,41644,14,5,11,xe
11785,11785,c20-4,c20-4c1s4n3,41645,14,5,11,xe
11786,11786,c20-4,c20-4c1s5n2,41640,14,5,10,xe
11787,11787,c20-4,c20-4c1s5n3,41641,14,5,10,xe
11788,11788,c20-4,c20-4c1s6n2,41636,14,5,9,xe
11789,11789,c20-4,c20-4c1s6n3,41637,14,5,9,xe
11790,11790,c20-4,c20-4c1s7n2,41632,14,5,8,xe
11791,11791,c20-4,c20-4c1s7n3,41633,14,5,8,xe
11792,11792,c20-4,c20-4c0s7n2,41628,14,5,7,xe
11793,11793,c20-4,c20-4c0s7n3,41629,14,5,7,xe
11794,11794,c20-4,c20-4c0s6n2,41624,14,5,6,xe
11795,11795,c20-4,c20-4c0s6n3,41625,14,5,6,xe
11796,11796,c20-4,c20-4c0s5n2,41620,14,5,5,xe
11797,11797,c20-4,c20-4c0s5n3,41621,14,5,5,xe
11798,11798,c20-4,c20-4c0s4n2,41616,14,5,4,xe
11799,11799,c20-4,c20-4c0s4n3,41617,14,5,4,xe
11800,11800,c20-4,c20-4c0s3n2,41612,14,5,3,xe
11801,11801,c20-4,c20-4c0s3n3,41613,14,5,3,xe
11802,11802,c20-4,c20-4c0s2n2,41608,14,5,2,xe
11803,11803,c20-4,c20-4c0s2n3,41609,14,5,2,xe
11804,11804,c20-4,c20-4c0s1n2,41604,14,5,1,xe
11805,11805,c20-4,c20-4c0s1n3,41605,14,5,1,xe
11806,11806,c20-4,c20-4c0s0n2,41600,14,5,0,xe
11807,11807,c20-4,c20-4c0s0n3,41601,14,5,0,xe
11808,11808,c20-6,c20-6c2s0n0,41728,14,6,0,xe
11809,11809,c20-6,c20-6c2s0n1,41729,14,6,0,xe
11810,11810,c20-6,c20-6c2s1n0,41732,14,6,1,xe
11811,11811,c20-6,c20-6c2s1n1,41733,14,6,1,xe
11812,11812,c20-6,c20-6c2s2n0,41736,14,6,2,xe
11813,11813,c20-6,c20-6c2s2n1,41737,14,6,2,xe
11814,11814,c20-6,c20-6c2s3n0,41740,14,6,3,xe
11815,11815,c20-6,c20-6c2s3n1,41741,14,6,3,xe
11816,11816,c20-6,c20-6c2s4n0,41744,14,6,4,xe
11817,11817,c20-6,c20-6c2s4n1,41745,14,6,4,xe
11818,11818,c20-6,c20-6c2s5n0,41748,14,6,5,xe
11819,11819,c20-6,c20-6c2s5n1,41749,14,6,5,xe
11820,11820,c20-6,c20-6c2s6n0,41752,14,6,6,xe
11821,11821,c20-6,c20-6c2s6n1,41753,14,6,6,xe
11822,11822,c20-6,c20-6c2s7n0,41756,14,6,7,xe
11823,11823,c20-6,c20-6c2s7n1,41757,14,6,7,xe
11824,11824,c20-6,c20-6c1s7n0,41760,14,6,8,xe
11825,11825,c20-6,c20-6c1s7n1,41761,14,6,8,xe
11826,11826,c20-6,c20-6c1s6n0,41764,14,6,9,xe
11827,11827,c20-6,c20-6c1s6n1,41765,14,6,9,xe
11828,11828,c20-6,c20-6c1s5n0,41768,14,6,10,xe
11829,11829,c20-6,c20-6c1s5n1,41769,14,6,10,xe
11830,11830,c20-6,c20-6c1s4n0,41772,14,6,11,lnet
11831,11831,c20-6,c20-6c1s4n1,41773,14,6,11,lnet
11832,11832,c20-6,c20-6c1s3n0,41776,14,6,12,xe
11833,11833,c20-6,c20-6c1s3n1,41777,14,6,12,xe
11834,11834,c20-6,c20-6c1s2n0,41780,14,6,13,xe
11835,11835,c20-6,c20-6c1s2n1,41781,14,6,13,xe
11836,11836,c20-6,c20-6c1s1n0,41784,14,6,14,xe
11837,11837,c20-6,c20-6c1s1n1,41785,14,6,14,xe
11838,11838,c20-6,c20-6c1s0n0,41788,14,6,15,xe
11839,11839,c20-6,c20-6c1s0n1,41789,14,6,15,xe
11840,11840,c20-6,c20-6c0s0n0,41792,14,6,16,xe
11841,11841,c20-6,c20-6c0s0n1,41793,14,6,16,xe
11842,11842,c20-6,c20-6c0s1n0,41796,14,6,17,xe
11843,11843,c20-6,c20-6c0s1n1,41797,14,6,17,xe
11844,11844,c20-6,c20-6c0s2n0,41800,14,6,18,xe
11845,11845,c20-6,c20-6c0s2n1,41801,14,6,18,xe
11846,11846,c20-6,c20-6c0s3n0,41804,14,6,19,xe
11847,11847,c20-6,c20-6c0s3n1,41805,14,6,19,xe
11848,11848,c20-6,c20-6c0s4n0,41808,14,6,20,xe
11849,11849,c20-6,c20-6c0s4n1,41809,14,6,20,xe
11850,11850,c20-6,c20-6c0s5n0,41812,14,6,21,xe
11851,11851,c20-6,c20-6c0s5n1,41813,14,6,21,xe
11852,11852,c20-6,c20-6c0s6n0,41816,14,6,22,xe
11853,11853,c20-6,c20-6c0s6n1,41817,14,6,22,xe
11854,11854,c20-6,c20-6c0s7n0,41820,14,6,23,xe
11855,11855,c20-6,c20-6c0s7n1,41821,14,6,23,xe
11856,11856,c20-6,c20-6c0s7n2,41948,14,7,23,xe
11857,11857,c20-6,c20-6c0s7n3,41949,14,7,23,xe
11858,11858,c20-6,c20-6c0s6n2,41944,14,7,22,xe
11859,11859,c20-6,c20-6c0s6n3,41945,14,7,22,xe
11860,11860,c20-6,c20-6c0s5n2,41940,14,7,21,xe
11861,11861,c20-6,c20-6c0s5n3,41941,14,7,21,xe
11862,11862,c20-6,c20-6c0s4n2,41936,14,7,20,xe
11863,11863,c20-6,c20-6c0s4n3,41937,14,7,20,xe
11864,11864,c20-6,c20-6c0s3n2,41932,14,7,19,xe
11865,11865,c20-6,c20-6c0s3n3,41933,14,7,19,xe
11866,11866,c20-6,c20-6c0s2n2,41928,14,7,18,xe
11867,11867,c20-6,c20-6c0s2n3,41929,14,7,18,xe
11868,11868,c20-6,c20-6c0s1n2,41924,14,7,17,xe
11869,11869,c20-6,c20-6c0s1n3,41925,14,7,17,xe
11870,11870,c20-6,c20-6c0s0n2,41920,14,7,16,xe
11871,11871,c20-6,c20-6c0s0n3,41921,14,7,16,xe
11872,11872,c20-6,c20-6c1s0n2,41916,14,7,15,xe
11873,11873,c20-6,c20-6c1s0n3,41917,14,7,15,xe
11874,11874,c20-6,c20-6c1s1n2,41912,14,7,14,xe
11875,11875,c20-6,c20-6c1s1n3,41913,14,7,14,xe
11876,11876,c20-6,c20-6c1s2n2,41908,14,7,13,xe
11877,11877,c20-6,c20-6c1s2n3,41909,14,7,13,xe
11878,11878,c20-6,c20-6c1s3n2,41904,14,7,12,xe
11879,11879,c20-6,c20-6c1s3n3,41905,14,7,12,xe
11880,11880,c20-6,c20-6c1s4n2,41900,14,7,11,lnet
11881,11881,c20-6,c20-6c1s4n3,41901,14,7,11,lnet
11882,11882,c20-6,c20-6c1s5n2,41896,14,7,10,xe
11883,11883,c20-6,c20-6c1s5n3,41897,14,7,10,xe
11884,11884,c20-6,c20-6c1s6n2,41892,14,7,9,xe
11885,11885,c20-6,c20-6c1s6n3,41893,14,7,9,xe
11886,11886,c20-6,c20-6c1s7n2,41888,14,7,8,xe
11887,11887,c20-6,c20-6c1s7n3,41889,14,7,8,xe
11888,11888,c20-6,c20-6c2s7n2,41884,14,7,7,xe
11889,11889,c20-6,c20-6c2s7n3,41885,14,7,7,xe
11890,11890,c20-6,c20-6c2s6n2,41880,14,7,6,xe
11891,11891,c20-6,c20-6c2s6n3,41881,14,7,6,xe
11892,11892,c20-6,c20-6c2s5n2,41876,14,7,5,xe
11893,11893,c20-6,c20-6c2s5n3,41877,14,7,5,xe
11894,11894,c20-6,c20-6c2s4n2,41872,14,7,4,xe
11895,11895,c20-6,c20-6c2s4n3,41873,14,7,4,xe
11896,11896,c20-6,c20-6c2s3n2,41868,14,7,3,xe
11897,11897,c20-6,c20-6c2s3n3,41869,14,7,3,xe
11898,11898,c20-6,c20-6c2s2n2,41864,14,7,2,xe
11899,11899,c20-6,c20-6c2s2n3,41865,14,7,2,xe
11900,11900,c20-6,c20-6c2s1n2,41860,14,7,1,xe
11901,11901,c20-6,c20-6c2s1n3,41861,14,7,1,xe
11902,11902,c20-6,c20-6c2s0n2,41856,14,7,0,xe
11903,11903,c20-6,c20-6c2s0n3,41857,14,7,0,xe
11904,11904,c20-8,c20-8c0s0n0,41984,14,8,0,xe
11905,11905,c20-8,c20-8c0s0n1,41985,14,8,0,xe
11906,11906,c20-8,c20-8c0s1n0,41988,14,8,1,xe
11907,11907,c20-8,c20-8c0s1n1,41989,14,8,1,xe
11908,11908,c20-8,c20-8c0s2n0,41992,14,8,2,xe
11909,11909,c20-8,c20-8c0s2n1,41993,14,8,2,xe
11910,11910,c20-8,c20-8c0s3n0,41996,14,8,3,xe
11911,11911,c20-8,c20-8c0s3n1,41997,14,8,3,xe
11912,11912,c20-8,c20-8c0s4n0,42000,14,8,4,xe
11913,11913,c20-8,c20-8c0s4n1,42001,14,8,4,xe
11914,11914,c20-8,c20-8c0s5n0,42004,14,8,5,xe
11915,11915,c20-8,c20-8c0s5n1,42005,14,8,5,xe
11916,11916,c20-8,c20-8c0s6n0,42008,14,8,6,xe
11917,11917,c20-8,c20-8c0s6n1,42009,14,8,6,xe
11918,11918,c20-8,c20-8c0s7n0,42012,14,8,7,xe
11919,11919,c20-8,c20-8c0s7n1,42013,14,8,7,xe
11920,11920,c20-8,c20-8c1s7n0,42016,14,8,8,xe
11921,11921,c20-8,c20-8c1s7n1,42017,14,8,8,xe
11922,11922,c20-8,c20-8c1s6n0,42020,14,8,9,xe
11923,11923,c20-8,c20-8c1s6n1,42021,14,8,9,xe
11924,11924,c20-8,c20-8c1s5n0,42024,14,8,10,xe
11925,11925,c20-8,c20-8c1s5n1,42025,14,8,10,xe
11926,11926,c20-8,c20-8c1s4n0,42028,14,8,11,xe
11927,11927,c20-8,c20-8c1s4n1,42029,14,8,11,xe
11928,11928,c20-8,c20-8c1s3n0,42032,14,8,12,xe
11929,11929,c20-8,c20-8c1s3n1,42033,14,8,12,xe
11930,11930,c20-8,c20-8c1s2n0,42036,14,8,13,xe
11931,11931,c20-8,c20-8c1s2n1,42037,14,8,13,xe
11932,11932,c20-8,c20-8c1s1n0,42040,14,8,14,xe
11933,11933,c20-8,c20-8c1s1n1,42041,14,8,14,xe
11934,11934,c20-8,c20-8c1s0n0,42044,14,8,15,xe
11935,11935,c20-8,c20-8c1s0n1,42045,14,8,15,xe
11936,11936,c20-8,c20-8c2s0n0,42048,14,8,16,xe
11937,11937,c20-8,c20-8c2s0n1,42049,14,8,16,xe
11938,11938,c20-8,c20-8c2s1n0,42052,14,8,17,xe
11939,11939,c20-8,c20-8c2s1n1,42053,14,8,17,xe
11940,11940,c20-8,c20-8c2s2n0,42056,14,8,18,xe
11941,11941,c20-8,c20-8c2s2n1,42057,14,8,18,xe
11942,11942,c20-8,c20-8c2s3n0,42060,14,8,19,xe
11943,11943,c20-8,c20-8c2s3n1,42061,14,8,19,xe
11944,11944,c20-8,c20-8c2s4n0,42064,14,8,20,xe
11945,11945,c20-8,c20-8c2s4n1,42065,14,8,20,xe
11946,11946,c20-8,c20-8c2s5n0,42068,14,8,21,xe
11947,11947,c20-8,c20-8c2s5n1,42069,14,8,21,xe
11948,11948,c20-8,c20-8c2s6n0,42072,14,8,22,xe
11949,11949,c20-8,c20-8c2s6n1,42073,14,8,22,xe
11950,11950,c20-8,c20-8c2s7n0,42076,14,8,23,xe
11951,11951,c20-8,c20-8c2s7n1,42077,14,8,23,xe
11952,11952,c20-8,c20-8c2s7n2,42204,14,9,23,xe
11953,11953,c20-8,c20-8c2s7n3,42205,14,9,23,xe
11954,11954,c20-8,c20-8c2s6n2,42200,14,9,22,xe
11955,11955,c20-8,c20-8c2s6n3,42201,14,9,22,xe
11956,11956,c20-8,c20-8c2s5n2,42196,14,9,21,xe
11957,11957,c20-8,c20-8c2s5n3,42197,14,9,21,xe
11958,11958,c20-8,c20-8c2s4n2,42192,14,9,20,xe
11959,11959,c20-8,c20-8c2s4n3,42193,14,9,20,xe
11960,11960,c20-8,c20-8c2s3n2,42188,14,9,19,xe
11961,11961,c20-8,c20-8c2s3n3,42189,14,9,19,xe
11962,11962,c20-8,c20-8c2s2n2,42184,14,9,18,xe
11963,11963,c20-8,c20-8c2s2n3,42185,14,9,18,xe
11964,11964,c20-8,c20-8c2s1n2,42180,14,9,17,xe
11965,11965,c20-8,c20-8c2s1n3,42181,14,9,17,xe
11966,11966,c20-8,c20-8c2s0n2,42176,14,9,16,xe
11967,11967,c20-8,c20-8c2s0n3,42177,14,9,16,xe
11968,11968,c20-8,c20-8c1s0n2,42172,14,9,15,xe
11969,11969,c20-8,c20-8c1s0n3,42173,14,9,15,xe
11970,11970,c20-8,c20-8c1s1n2,42168,14,9,14,xe
11971,11971,c20-8,c20-8c1s1n3,42169,14,9,14,xe
11972,11972,c20-8,c20-8c1s2n2,42164,14,9,13,xe
11973,11973,c20-8,c20-8c1s2n3,42165,14,9,13,xe
11974,11974,c20-8,c20-8c1s3n2,42160,14,9,12,xe
11975,11975,c20-8,c20-8c1s3n3,42161,14,9,12,xe
11976,11976,c20-8,c20-8c1s4n2,42156,14,9,11,xe
11977,11977,c20-8,c20-8c1s4n3,42157,14,9,11,xe
11978,11978,c20-8,c20-8c1s5n2,42152,14,9,10,xe
11979,11979,c20-8,c20-8c1s5n3,42153,14,9,10,xe
11980,11980,c20-8,c20-8c1s6n2,42148,14,9,9,xe
11981,11981,c20-8,c20-8c1s6n3,42149,14,9,9,xe
11982,11982,c20-8,c20-8c1s7n2,42144,14,9,8,xe
11983,11983,c20-8,c20-8c1s7n3,42145,14,9,8,xe
11984,11984,c20-8,c20-8c0s7n2,42140,14,9,7,xe
11985,11985,c20-8,c20-8c0s7n3,42141,14,9,7,xe
11986,11986,c20-8,c20-8c0s6n2,42136,14,9,6,xe
11987,11987,c20-8,c20-8c0s6n3,42137,14,9,6,xe
11988,11988,c20-8,c20-8c0s5n2,42132,14,9,5,xe
11989,11989,c20-8,c20-8c0s5n3,42133,14,9,5,xe
11990,11990,c20-8,c20-8c0s4n2,42128,14,9,4,xe
11991,11991,c20-8,c20-8c0s4n3,42129,14,9,4,xe
11992,11992,c20-8,c20-8c0s3n2,42124,14,9,3,xe
11993,11993,c20-8,c20-8c0s3n3,42125,14,9,3,xe
11994,11994,c20-8,c20-8c0s2n2,42120,14,9,2,xe
11995,11995,c20-8,c20-8c0s2n3,42121,14,9,2,xe
11996,11996,c20-8,c20-8c0s1n2,42116,14,9,1,xe
11997,11997,c20-8,c20-8c0s1n3,42117,14,9,1,xe
11998,11998,c20-8,c20-8c0s0n2,42112,14,9,0,xe
11999,11999,c20-8,c20-8c0s0n3,42113,14,9,0,xe
12000,12000,c20-10,c20-10c2s0n0,42240,14,10,0,xe
12001,12001,c20-10,c20-10c2s0n1,42241,14,10,0,xe
12002,12002,c20-10,c20-10c2s1n0,42244,14,10,1,xe
12003,12003,c20-10,c20-10c2s1n1,42245,14,10,1,xe
12004,12004,c20-10,c20-10c2s2n0,42248,14,10,2,xe
12005,12005,c20-10,c20-10c2s2n1,42249,14,10,2,xe
12006,12006,c20-10,c20-10c2s3n0,42252,14,10,3,xe
12007,12007,c20-10,c20-10c2s3n1,42253,14,10,3,xe
12008,12008,c20-10,c20-10c2s4n0,42256,14,10,4,xe
12009,12009,c20-10,c20-10c2s4n1,42257,14,10,4,xe
12010,12010,c20-10,c20-10c2s5n0,42260,14,10,5,xe
12011,12011,c20-10,c20-10c2s5n1,42261,14,10,5,xe
12012,12012,c20-10,c20-10c2s6n0,42264,14,10,6,xe
12013,12013,c20-10,c20-10c2s6n1,42265,14,10,6,xe
12014,12014,c20-10,c20-10c2s7n0,42268,14,10,7,xe
12015,12015,c20-10,c20-10c2s7n1,42269,14,10,7,xe
12016,12016,c20-10,c20-10c1s7n0,42272,14,10,8,xe
12017,12017,c20-10,c20-10c1s7n1,42273,14,10,8,xe
12018,12018,c20-10,c20-10c1s6n0,42276,14,10,9,xe
12019,12019,c20-10,c20-10c1s6n1,42277,14,10,9,xe
12020,12020,c20-10,c20-10c1s5n0,42280,14,10,10,xe
12021,12021,c20-10,c20-10c1s5n1,42281,14,10,10,xe
12022,12022,c20-10,c20-10c1s4n0,42284,14,10,11,xe
12023,12023,c20-10,c20-10c1s4n1,42285,14,10,11,xe
12024,12024,c20-10,c20-10c1s3n0,42288,14,10,12,xe
12025,12025,c20-10,c20-10c1s3n1,42289,14,10,12,xe
12026,12026,c20-10,c20-10c1s2n0,42292,14,10,13,lnet
12027,12027,c20-10,c20-10c1s2n1,42293,14,10,13,lnet
12028,12028,c20-10,c20-10c1s1n0,42296,14,10,14,xe
12029,12029,c20-10,c20-10c1s1n1,42297,14,10,14,xe
12030,12030,c20-10,c20-10c1s0n0,42300,14,10,15,xe
12031,12031,c20-10,c20-10c1s0n1,42301,14,10,15,xe
12032,12032,c20-10,c20-10c0s0n0,42304,14,10,16,xe
12033,12033,c20-10,c20-10c0s0n1,42305,14,10,16,xe
12034,12034,c20-10,c20-10c0s1n0,42308,14,10,17,xe
12035,12035,c20-10,c20-10c0s1n1,42309,14,10,17,xe
12036,12036,c20-10,c20-10c0s2n0,42312,14,10,18,xe
12037,12037,c20-10,c20-10c0s2n1,42313,14,10,18,xe
12038,12038,c20-10,c20-10c0s3n0,42316,14,10,19,xe
12039,12039,c20-10,c20-10c0s3n1,42317,14,10,19,xe
12040,12040,c20-10,c20-10c0s4n0,42320,14,10,20,xe
12041,12041,c20-10,c20-10c0s4n1,42321,14,10,20,xe
12042,12042,c20-10,c20-10c0s5n0,42324,14,10,21,xe
12043,12043,c20-10,c20-10c0s5n1,42325,14,10,21,xe
12044,12044,c20-10,c20-10c0s6n0,42328,14,10,22,xe
12045,12045,c20-10,c20-10c0s6n1,42329,14,10,22,xe
12046,12046,c20-10,c20-10c0s7n0,42332,14,10,23,xe
12047,12047,c20-10,c20-10c0s7n1,42333,14,10,23,xe
12048,12048,c20-10,c20-10c0s7n2,42460,14,11,23,xe
12049,12049,c20-10,c20-10c0s7n3,42461,14,11,23,xe
12050,12050,c20-10,c20-10c0s6n2,42456,14,11,22,xe
12051,12051,c20-10,c20-10c0s6n3,42457,14,11,22,xe
12052,12052,c20-10,c20-10c0s5n2,42452,14,11,21,xe
12053,12053,c20-10,c20-10c0s5n3,42453,14,11,21,xe
12054,12054,c20-10,c20-10c0s4n2,42448,14,11,20,xe
12055,12055,c20-10,c20-10c0s4n3,42449,14,11,20,xe
12056,12056,c20-10,c20-10c0s3n2,42444,14,11,19,xe
12057,12057,c20-10,c20-10c0s3n3,42445,14,11,19,xe
12058,12058,c20-10,c20-10c0s2n2,42440,14,11,18,xe
12059,12059,c20-10,c20-10c0s2n3,42441,14,11,18,xe
12060,12060,c20-10,c20-10c0s1n2,42436,14,11,17,xe
12061,12061,c20-10,c20-10c0s1n3,42437,14,11,17,xe
12062,12062,c20-10,c20-10c0s0n2,42432,14,11,16,xe
12063,12063,c20-10,c20-10c0s0n3,42433,14,11,16,xe
12064,12064,c20-10,c20-10c1s0n2,42428,14,11,15,xe
12065,12065,c20-10,c20-10c1s0n3,42429,14,11,15,xe
12066,12066,c20-10,c20-10c1s1n2,42424,14,11,14,xe
12067,12067,c20-10,c20-10c1s1n3,42425,14,11,14,xe
12068,12068,c20-10,c20-10c1s2n2,42420,14,11,13,lnet
12069,12069,c20-10,c20-10c1s2n3,42421,14,11,13,lnet
12070,12070,c20-10,c20-10c1s3n2,42416,14,11,12,xe
12071,12071,c20-10,c20-10c1s3n3,42417,14,11,12,xe
12072,12072,c20-10,c20-10c1s4n2,42412,14,11,11,xe
12073,12073,c20-10,c20-10c1s4n3,42413,14,11,11,xe
12074,12074,c20-10,c20-10c1s5n2,42408,14,11,10,xe
12075,12075,c20-10,c20-10c1s5n3,42409,14,11,10,xe
12076,12076,c20-10,c20-10c1s6n2,42404,14,11,9,xe
12077,12077,c20-10,c20-10c1s6n3,42405,14,11,9,xe
12078,12078,c20-10,c20-10c1s7n2,42400,14,11,8,xe
12079,12079,c20-10,c20-10c1s7n3,42401,14,11,8,xe
12080,12080,c20-10,c20-10c2s7n2,42396,14,11,7,xe
12081,12081,c20-10,c20-10c2s7n3,42397,14,11,7,xe
12082,12082,c20-10,c20-10c2s6n2,42392,14,11,6,xe
12083,12083,c20-10,c20-10c2s6n3,42393,14,11,6,xe
12084,12084,c20-10,c20-10c2s5n2,42388,14,11,5,xe
12085,12085,c20-10,c20-10c2s5n3,42389,14,11,5,xe
12086,12086,c20-10,c20-10c2s4n2,42384,14,11,4,xe
12087,12087,c20-10,c20-10c2s4n3,42385,14,11,4,xe
12088,12088,c20-10,c20-10c2s3n2,42380,14,11,3,xe
12089,12089,c20-10,c20-10c2s3n3,42381,14,11,3,xe
12090,12090,c20-10,c20-10c2s2n2,42376,14,11,2,xe
12091,12091,c20-10,c20-10c2s2n3,42377,14,11,2,xe
12092,12092,c20-10,c20-10c2s1n2,42372,14,11,1,xe
12093,12093,c20-10,c20-10c2s1n3,42373,14,11,1,xe
12094,12094,c20-10,c20-10c2s0n2,42368,14,11,0,xe
12095,12095,c20-10,c20-10c2s0n3,42369,14,11,0,xe
12096,12096,c20-11,c20-11c0s0n0,42496,14,12,0,xe
12097,12097,c20-11,c20-11c0s0n1,42497,14,12,0,xe
12098,12098,c20-11,c20-11c0s1n0,42500,14,12,1,xe
12099,12099,c20-11,c20-11c0s1n1,42501,14,12,1,xe
12100,12100,c20-11,c20-11c0s2n0,42504,14,12,2,xe
12101,12101,c20-11,c20-11c0s2n1,42505,14,12,2,xe
12102,12102,c20-11,c20-11c0s3n0,42508,14,12,3,xe
