,nid,cabinet,cname,NICaddr,x,y,z,class
12103,12103,c20-11,c20-11c0s3n1,42509,14,12,3,xe
12104,12104,c20-11,c20-11c0s4n0,42512,14,12,4,xe
12105,12105,c20-11,c20-11c0s4n1,42513,14,12,4,xe
12106,12106,c20-11,c20-11c0s5n0,42516,14,12,5,xe
12107,12107,c20-11,c20-11c0s5n1,42517,14,12,5,xe
12108,12108,c20-11,c20-11c0s6n0,42520,14,12,6,xe
12109,12109,c20-11,c20-11c0s6n1,42521,14,12,6,xe
12110,12110,c20-11,c20-11c0s7n0,42524,14,12,7,xe
12111,12111,c20-11,c20-11c0s7n1,42525,14,12,7,xe
12112,12112,c20-11,c20-11c1s7n0,42528,14,12,8,xe
12113,12113,c20-11,c20-11c1s7n1,42529,14,12,8,xe
12114,12114,c20-11,c20-11c1s6n0,42532,14,12,9,xe
12115,12115,c20-11,c20-11c1s6n1,42533,14,12,9,xe
12116,12116,c20-11,c20-11c1s5n0,42536,14,12,10,xe
12117,12117,c20-11,c20-11c1s5n1,42537,14,12,10,xe
12118,12118,c20-11,c20-11c1s4n0,42540,14,12,11,xe
12119,12119,c20-11,c20-11c1s4n1,42541,14,12,11,xe
12120,12120,c20-11,c20-11c1s3n0,42544,14,12,12,xe
12121,12121,c20-11,c20-11c1s3n1,42545,14,12,12,xe
12122,12122,c20-11,c20-11c1s2n0,42548,14,12,13,xe
12123,12123,c20-11,c20-11c1s2n1,42549,14,12,13,xe
12124,12124,c20-11,c20-11c1s1n0,42552,14,12,14,xe
12125,12125,c20-11,c20-11c1s1n1,42553,14,12,14,xe
12126,12126,c20-11,c20-11c1s0n0,42556,14,12,15,xe
12127,12127,c20-11,c20-11c1s0n1,42557,14,12,15,xe
12128,12128,c20-11,c20-11c2s0n0,42560,14,12,16,xe
12129,12129,c20-11,c20-11c2s0n1,42561,14,12,16,xe
12130,12130,c20-11,c20-11c2s1n0,42564,14,12,17,xe
12131,12131,c20-11,c20-11c2s1n1,42565,14,12,17,xe
12132,12132,c20-11,c20-11c2s2n0,42568,14,12,18,xe
12133,12133,c20-11,c20-11c2s2n1,42569,14,12,18,xe
12134,12134,c20-11,c20-11c2s3n0,42572,14,12,19,xe
12135,12135,c20-11,c20-11c2s3n1,42573,14,12,19,xe
12136,12136,c20-11,c20-11c2s4n0,42576,14,12,20,xe
12137,12137,c20-11,c20-11c2s4n1,42577,14,12,20,xe
12138,12138,c20-11,c20-11c2s5n0,42580,14,12,21,xe
12139,12139,c20-11,c20-11c2s5n1,42581,14,12,21,xe
12140,12140,c20-11,c20-11c2s6n0,42584,14,12,22,xe
12141,12141,c20-11,c20-11c2s6n1,42585,14,12,22,xe
12142,12142,c20-11,c20-11c2s7n0,42588,14,12,23,xe
12143,12143,c20-11,c20-11c2s7n1,42589,14,12,23,xe
12144,12144,c20-11,c20-11c2s7n2,42716,14,13,23,xe
12145,12145,c20-11,c20-11c2s7n3,42717,14,13,23,xe
12146,12146,c20-11,c20-11c2s6n2,42712,14,13,22,xe
12147,12147,c20-11,c20-11c2s6n3,42713,14,13,22,xe
12148,12148,c20-11,c20-11c2s5n2,42708,14,13,21,xe
12149,12149,c20-11,c20-11c2s5n3,42709,14,13,21,xe
12150,12150,c20-11,c20-11c2s4n2,42704,14,13,20,xe
12151,12151,c20-11,c20-11c2s4n3,42705,14,13,20,xe
12152,12152,c20-11,c20-11c2s3n2,42700,14,13,19,xe
12153,12153,c20-11,c20-11c2s3n3,42701,14,13,19,xe
12154,12154,c20-11,c20-11c2s2n2,42696,14,13,18,xe
12155,12155,c20-11,c20-11c2s2n3,42697,14,13,18,xe
12156,12156,c20-11,c20-11c2s1n2,42692,14,13,17,xe
12157,12157,c20-11,c20-11c2s1n3,42693,14,13,17,xe
12158,12158,c20-11,c20-11c2s0n2,42688,14,13,16,xe
12159,12159,c20-11,c20-11c2s0n3,42689,14,13,16,xe
12160,12160,c20-11,c20-11c1s0n2,42684,14,13,15,xe
12161,12161,c20-11,c20-11c1s0n3,42685,14,13,15,xe
12162,12162,c20-11,c20-11c1s1n2,42680,14,13,14,xe
12163,12163,c20-11,c20-11c1s1n3,42681,14,13,14,xe
12164,12164,c20-11,c20-11c1s2n2,42676,14,13,13,xe
12165,12165,c20-11,c20-11c1s2n3,42677,14,13,13,xe
12166,12166,c20-11,c20-11c1s3n2,42672,14,13,12,xe
12167,12167,c20-11,c20-11c1s3n3,42673,14,13,12,xe
12168,12168,c20-11,c20-11c1s4n2,42668,14,13,11,xe
12169,12169,c20-11,c20-11c1s4n3,42669,14,13,11,xe
12170,12170,c20-11,c20-11c1s5n2,42664,14,13,10,xe
12171,12171,c20-11,c20-11c1s5n3,42665,14,13,10,xe
12172,12172,c20-11,c20-11c1s6n2,42660,14,13,9,xe
12173,12173,c20-11,c20-11c1s6n3,42661,14,13,9,xe
12174,12174,c20-11,c20-11c1s7n2,42656,14,13,8,xe
12175,12175,c20-11,c20-11c1s7n3,42657,14,13,8,xe
12176,12176,c20-11,c20-11c0s7n2,42652,14,13,7,xe
12177,12177,c20-11,c20-11c0s7n3,42653,14,13,7,xe
12178,12178,c20-11,c20-11c0s6n2,42648,14,13,6,xe
12179,12179,c20-11,c20-11c0s6n3,42649,14,13,6,xe
12180,12180,c20-11,c20-11c0s5n2,42644,14,13,5,xe
12181,12181,c20-11,c20-11c0s5n3,42645,14,13,5,xe
12182,12182,c20-11,c20-11c0s4n2,42640,14,13,4,xe
12183,12183,c20-11,c20-11c0s4n3,42641,14,13,4,xe
12184,12184,c20-11,c20-11c0s3n2,42636,14,13,3,xe
12185,12185,c20-11,c20-11c0s3n3,42637,14,13,3,xe
12186,12186,c20-11,c20-11c0s2n2,42632,14,13,2,xe
12187,12187,c20-11,c20-11c0s2n3,42633,14,13,2,xe
12188,12188,c20-11,c20-11c0s1n2,42628,14,13,1,xe
12189,12189,c20-11,c20-11c0s1n3,42629,14,13,1,xe
12190,12190,c20-11,c20-11c0s0n2,42624,14,13,0,xe
12191,12191,c20-11,c20-11c0s0n3,42625,14,13,0,xe
12192,12192,c20-9,c20-9c2s0n0,42752,14,14,0,xe
12193,12193,c20-9,c20-9c2s0n1,42753,14,14,0,xe
12194,12194,c20-9,c20-9c2s1n0,42756,14,14,1,xe
12195,12195,c20-9,c20-9c2s1n1,42757,14,14,1,xe
12196,12196,c20-9,c20-9c2s2n0,42760,14,14,2,xe
12197,12197,c20-9,c20-9c2s2n1,42761,14,14,2,xe
12198,12198,c20-9,c20-9c2s3n0,42764,14,14,3,xe
12199,12199,c20-9,c20-9c2s3n1,42765,14,14,3,xe
12200,12200,c20-9,c20-9c2s4n0,42768,14,14,4,xe
12201,12201,c20-9,c20-9c2s4n1,42769,14,14,4,xe
12202,12202,c20-9,c20-9c2s5n0,42772,14,14,5,xe
12203,12203,c20-9,c20-9c2s5n1,42773,14,14,5,xe
12204,12204,c20-9,c20-9c2s6n0,42776,14,14,6,xe
12205,12205,c20-9,c20-9c2s6n1,42777,14,14,6,xe
12206,12206,c20-9,c20-9c2s7n0,42780,14,14,7,xe
12207,12207,c20-9,c20-9c2s7n1,42781,14,14,7,xe
12208,12208,c20-9,c20-9c1s7n0,42784,14,14,8,xe
12209,12209,c20-9,c20-9c1s7n1,42785,14,14,8,xe
12210,12210,c20-9,c20-9c1s6n0,42788,14,14,9,xe
12211,12211,c20-9,c20-9c1s6n1,42789,14,14,9,xe
12212,12212,c20-9,c20-9c1s5n0,42792,14,14,10,xe
12213,12213,c20-9,c20-9c1s5n1,42793,14,14,10,xe
12214,12214,c20-9,c20-9c1s4n0,42796,14,14,11,xe
12215,12215,c20-9,c20-9c1s4n1,42797,14,14,11,xe
12216,12216,c20-9,c20-9c1s3n0,42800,14,14,12,xe
12217,12217,c20-9,c20-9c1s3n1,42801,14,14,12,xe
12218,12218,c20-9,c20-9c1s2n0,42804,14,14,13,xe
12219,12219,c20-9,c20-9c1s2n1,42805,14,14,13,xe
12220,12220,c20-9,c20-9c1s1n0,42808,14,14,14,xe
12221,12221,c20-9,c20-9c1s1n1,42809,14,14,14,xe
12222,12222,c20-9,c20-9c1s0n0,42812,14,14,15,lnet
12223,12223,c20-9,c20-9c1s0n1,42813,14,14,15,lnet
12224,12224,c20-9,c20-9c0s0n0,42816,14,14,16,xe
12225,12225,c20-9,c20-9c0s0n1,42817,14,14,16,xe
12226,12226,c20-9,c20-9c0s1n0,42820,14,14,17,xe
12227,12227,c20-9,c20-9c0s1n1,42821,14,14,17,xe
12228,12228,c20-9,c20-9c0s2n0,42824,14,14,18,xe
12229,12229,c20-9,c20-9c0s2n1,42825,14,14,18,xe
12230,12230,c20-9,c20-9c0s3n0,42828,14,14,19,xe
12231,12231,c20-9,c20-9c0s3n1,42829,14,14,19,xe
12232,12232,c20-9,c20-9c0s4n0,42832,14,14,20,xe
12233,12233,c20-9,c20-9c0s4n1,42833,14,14,20,xe
12234,12234,c20-9,c20-9c0s5n0,42836,14,14,21,xe
12235,12235,c20-9,c20-9c0s5n1,42837,14,14,21,xe
12236,12236,c20-9,c20-9c0s6n0,42840,14,14,22,xe
12237,12237,c20-9,c20-9c0s6n1,42841,14,14,22,xe
12238,12238,c20-9,c20-9c0s7n0,42844,14,14,23,xe
12239,12239,c20-9,c20-9c0s7n1,42845,14,14,23,xe
12240,12240,c20-9,c20-9c0s7n2,42972,14,15,23,xe
12241,12241,c20-9,c20-9c0s7n3,42973,14,15,23,xe
12242,12242,c20-9,c20-9c0s6n2,42968,14,15,22,xe
12243,12243,c20-9,c20-9c0s6n3,42969,14,15,22,xe
12244,12244,c20-9,c20-9c0s5n2,42964,14,15,21,xe
12245,12245,c20-9,c20-9c0s5n3,42965,14,15,21,xe
12246,12246,c20-9,c20-9c0s4n2,42960,14,15,20,xe
12247,12247,c20-9,c20-9c0s4n3,42961,14,15,20,xe
12248,12248,c20-9,c20-9c0s3n2,42956,14,15,19,xe
12249,12249,c20-9,c20-9c0s3n3,42957,14,15,19,xe
12250,12250,c20-9,c20-9c0s2n2,42952,14,15,18,xe
12251,12251,c20-9,c20-9c0s2n3,42953,14,15,18,xe
12252,12252,c20-9,c20-9c0s1n2,42948,14,15,17,xe
12253,12253,c20-9,c20-9c0s1n3,42949,14,15,17,xe
12254,12254,c20-9,c20-9c0s0n2,42944,14,15,16,xe
12255,12255,c20-9,c20-9c0s0n3,42945,14,15,16,xe
12256,12256,c20-9,c20-9c1s0n2,42940,14,15,15,lnet
12257,12257,c20-9,c20-9c1s0n3,42941,14,15,15,lnet
12258,12258,c20-9,c20-9c1s1n2,42936,14,15,14,xe
12259,12259,c20-9,c20-9c1s1n3,42937,14,15,14,xe
12260,12260,c20-9,c20-9c1s2n2,42932,14,15,13,xe
12261,12261,c20-9,c20-9c1s2n3,42933,14,15,13,xe
12262,12262,c20-9,c20-9c1s3n2,42928,14,15,12,xe
12263,12263,c20-9,c20-9c1s3n3,42929,14,15,12,xe
12264,12264,c20-9,c20-9c1s4n2,42924,14,15,11,xe
12265,12265,c20-9,c20-9c1s4n3,42925,14,15,11,xe
12266,12266,c20-9,c20-9c1s5n2,42920,14,15,10,xe
12267,12267,c20-9,c20-9c1s5n3,42921,14,15,10,xe
12268,12268,c20-9,c20-9c1s6n2,42916,14,15,9,xe
12269,12269,c20-9,c20-9c1s6n3,42917,14,15,9,xe
12270,12270,c20-9,c20-9c1s7n2,42912,14,15,8,xe
12271,12271,c20-9,c20-9c1s7n3,42913,14,15,8,xe
12272,12272,c20-9,c20-9c2s7n2,42908,14,15,7,xe
12273,12273,c20-9,c20-9c2s7n3,42909,14,15,7,xe
12274,12274,c20-9,c20-9c2s6n2,42904,14,15,6,xe
12275,12275,c20-9,c20-9c2s6n3,42905,14,15,6,xe
12276,12276,c20-9,c20-9c2s5n2,42900,14,15,5,xe
12277,12277,c20-9,c20-9c2s5n3,42901,14,15,5,xe
12278,12278,c20-9,c20-9c2s4n2,42896,14,15,4,xe
12279,12279,c20-9,c20-9c2s4n3,42897,14,15,4,xe
12280,12280,c20-9,c20-9c2s3n2,42892,14,15,3,xe
12281,12281,c20-9,c20-9c2s3n3,42893,14,15,3,xe
12282,12282,c20-9,c20-9c2s2n2,42888,14,15,2,xe
12283,12283,c20-9,c20-9c2s2n3,42889,14,15,2,xe
12284,12284,c20-9,c20-9c2s1n2,42884,14,15,1,xe
12285,12285,c20-9,c20-9c2s1n3,42885,14,15,1,xe
12286,12286,c20-9,c20-9c2s0n2,42880,14,15,0,xe
12287,12287,c20-9,c20-9c2s0n3,42881,14,15,0,xe
12288,12288,c20-7,c20-7c0s0n0,43008,14,16,0,xe
12289,12289,c20-7,c20-7c0s0n1,43009,14,16,0,xe
12290,12290,c20-7,c20-7c0s1n0,43012,14,16,1,xe
12291,12291,c20-7,c20-7c0s1n1,43013,14,16,1,xe
12292,12292,c20-7,c20-7c0s2n0,43016,14,16,2,xe
12293,12293,c20-7,c20-7c0s2n1,43017,14,16,2,xe
12294,12294,c20-7,c20-7c0s3n0,43020,14,16,3,xe
12295,12295,c20-7,c20-7c0s3n1,43021,14,16,3,xe
12296,12296,c20-7,c20-7c0s4n0,43024,14,16,4,xe
12297,12297,c20-7,c20-7c0s4n1,43025,14,16,4,xe
12298,12298,c20-7,c20-7c0s5n0,43028,14,16,5,xe
12299,12299,c20-7,c20-7c0s5n1,43029,14,16,5,xe
12300,12300,c20-7,c20-7c0s6n0,43032,14,16,6,xe
12301,12301,c20-7,c20-7c0s6n1,43033,14,16,6,xe
12302,12302,c20-7,c20-7c0s7n0,43036,14,16,7,xe
12303,12303,c20-7,c20-7c0s7n1,43037,14,16,7,xe
12304,12304,c20-7,c20-7c1s7n0,43040,14,16,8,xe
12305,12305,c20-7,c20-7c1s7n1,43041,14,16,8,xe
12306,12306,c20-7,c20-7c1s6n0,43044,14,16,9,xe
12307,12307,c20-7,c20-7c1s6n1,43045,14,16,9,xe
12308,12308,c20-7,c20-7c1s5n0,43048,14,16,10,xe
12309,12309,c20-7,c20-7c1s5n1,43049,14,16,10,xe
12310,12310,c20-7,c20-7c1s4n0,43052,14,16,11,xe
12311,12311,c20-7,c20-7c1s4n1,43053,14,16,11,xe
12312,12312,c20-7,c20-7c1s3n0,43056,14,16,12,xe
12313,12313,c20-7,c20-7c1s3n1,43057,14,16,12,xe
12314,12314,c20-7,c20-7c1s2n0,43060,14,16,13,xe
12315,12315,c20-7,c20-7c1s2n1,43061,14,16,13,xe
12316,12316,c20-7,c20-7c1s1n0,43064,14,16,14,xe
12317,12317,c20-7,c20-7c1s1n1,43065,14,16,14,xe
12318,12318,c20-7,c20-7c1s0n0,43068,14,16,15,xe
12319,12319,c20-7,c20-7c1s0n1,43069,14,16,15,xe
12320,12320,c20-7,c20-7c2s0n0,43072,14,16,16,xe
12321,12321,c20-7,c20-7c2s0n1,43073,14,16,16,xe
12322,12322,c20-7,c20-7c2s1n0,43076,14,16,17,xe
12323,12323,c20-7,c20-7c2s1n1,43077,14,16,17,xe
12324,12324,c20-7,c20-7c2s2n0,43080,14,16,18,xe
12325,12325,c20-7,c20-7c2s2n1,43081,14,16,18,xe
12326,12326,c20-7,c20-7c2s3n0,43084,14,16,19,xe
12327,12327,c20-7,c20-7c2s3n1,43085,14,16,19,xe
12328,12328,c20-7,c20-7c2s4n0,43088,14,16,20,xe
12329,12329,c20-7,c20-7c2s4n1,43089,14,16,20,xe
12330,12330,c20-7,c20-7c2s5n0,43092,14,16,21,lnet
12331,12331,c20-7,c20-7c2s5n1,43093,14,16,21,lnet
12332,12332,c20-7,c20-7c2s6n0,43096,14,16,22,xe
12333,12333,c20-7,c20-7c2s6n1,43097,14,16,22,xe
12334,12334,c20-7,c20-7c2s7n0,43100,14,16,23,xe
12335,12335,c20-7,c20-7c2s7n1,43101,14,16,23,xe
12336,12336,c20-7,c20-7c2s7n2,43228,14,17,23,xe
12337,12337,c20-7,c20-7c2s7n3,43229,14,17,23,xe
12338,12338,c20-7,c20-7c2s6n2,43224,14,17,22,xe
12339,12339,c20-7,c20-7c2s6n3,43225,14,17,22,xe
12340,12340,c20-7,c20-7c2s5n2,43220,14,17,21,lnet
12341,12341,c20-7,c20-7c2s5n3,43221,14,17,21,lnet
12342,12342,c20-7,c20-7c2s4n2,43216,14,17,20,xe
12343,12343,c20-7,c20-7c2s4n3,43217,14,17,20,xe
12344,12344,c20-7,c20-7c2s3n2,43212,14,17,19,xe
12345,12345,c20-7,c20-7c2s3n3,43213,14,17,19,xe
12346,12346,c20-7,c20-7c2s2n2,43208,14,17,18,xe
12347,12347,c20-7,c20-7c2s2n3,43209,14,17,18,xe
12348,12348,c20-7,c20-7c2s1n2,43204,14,17,17,xe
12349,12349,c20-7,c20-7c2s1n3,43205,14,17,17,xe
12350,12350,c20-7,c20-7c2s0n2,43200,14,17,16,xe
12351,12351,c20-7,c20-7c2s0n3,43201,14,17,16,xe
12352,12352,c20-7,c20-7c1s0n2,43196,14,17,15,xe
12353,12353,c20-7,c20-7c1s0n3,43197,14,17,15,xe
12354,12354,c20-7,c20-7c1s1n2,43192,14,17,14,xe
12355,12355,c20-7,c20-7c1s1n3,43193,14,17,14,xe
12356,12356,c20-7,c20-7c1s2n2,43188,14,17,13,xe
12357,12357,c20-7,c20-7c1s2n3,43189,14,17,13,xe
12358,12358,c20-7,c20-7c1s3n2,43184,14,17,12,xe
12359,12359,c20-7,c20-7c1s3n3,43185,14,17,12,xe
12360,12360,c20-7,c20-7c1s4n2,43180,14,17,11,xe
12361,12361,c20-7,c20-7c1s4n3,43181,14,17,11,xe
12362,12362,c20-7,c20-7c1s5n2,43176,14,17,10,xe
12363,12363,c20-7,c20-7c1s5n3,43177,14,17,10,xe
12364,12364,c20-7,c20-7c1s6n2,43172,14,17,9,xe
12365,12365,c20-7,c20-7c1s6n3,43173,14,17,9,xe
12366,12366,c20-7,c20-7c1s7n2,43168,14,17,8,xe
12367,12367,c20-7,c20-7c1s7n3,43169,14,17,8,xe
12368,12368,c20-7,c20-7c0s7n2,43164,14,17,7,xe
12369,12369,c20-7,c20-7c0s7n3,43165,14,17,7,xe
12370,12370,c20-7,c20-7c0s6n2,43160,14,17,6,xe
12371,12371,c20-7,c20-7c0s6n3,43161,14,17,6,xe
12372,12372,c20-7,c20-7c0s5n2,43156,14,17,5,xe
12373,12373,c20-7,c20-7c0s5n3,43157,14,17,5,xe
12374,12374,c20-7,c20-7c0s4n2,43152,14,17,4,xe
12375,12375,c20-7,c20-7c0s4n3,43153,14,17,4,xe
12376,12376,c20-7,c20-7c0s3n2,43148,14,17,3,xe
12377,12377,c20-7,c20-7c0s3n3,43149,14,17,3,xe
12378,12378,c20-7,c20-7c0s2n2,43144,14,17,2,xe
12379,12379,c20-7,c20-7c0s2n3,43145,14,17,2,xe
12380,12380,c20-7,c20-7c0s1n2,43140,14,17,1,xe
12381,12381,c20-7,c20-7c0s1n3,43141,14,17,1,xe
12382,12382,c20-7,c20-7c0s0n2,43136,14,17,0,xe
12383,12383,c20-7,c20-7c0s0n3,43137,14,17,0,xe
12384,12384,c20-5,c20-5c2s0n0,43264,14,18,0,xe
12385,12385,c20-5,c20-5c2s0n1,43265,14,18,0,xe
12386,12386,c20-5,c20-5c2s1n0,43268,14,18,1,xe
12387,12387,c20-5,c20-5c2s1n1,43269,14,18,1,xe
12388,12388,c20-5,c20-5c2s2n0,43272,14,18,2,xe
12389,12389,c20-5,c20-5c2s2n1,43273,14,18,2,xe
12390,12390,c20-5,c20-5c2s3n0,43276,14,18,3,xe
12391,12391,c20-5,c20-5c2s3n1,43277,14,18,3,xe
12392,12392,c20-5,c20-5c2s4n0,43280,14,18,4,xe
12393,12393,c20-5,c20-5c2s4n1,43281,14,18,4,xe
12394,12394,c20-5,c20-5c2s5n0,43284,14,18,5,xe
12395,12395,c20-5,c20-5c2s5n1,43285,14,18,5,xe
12396,12396,c20-5,c20-5c2s6n0,43288,14,18,6,xe
12397,12397,c20-5,c20-5c2s6n1,43289,14,18,6,xe
12398,12398,c20-5,c20-5c2s7n0,43292,14,18,7,xe
12399,12399,c20-5,c20-5c2s7n1,43293,14,18,7,xe
12400,12400,c20-5,c20-5c1s7n0,43296,14,18,8,xe
12401,12401,c20-5,c20-5c1s7n1,43297,14,18,8,xe
12402,12402,c20-5,c20-5c1s6n0,43300,14,18,9,xe
12403,12403,c20-5,c20-5c1s6n1,43301,14,18,9,xe
12404,12404,c20-5,c20-5c1s5n0,43304,14,18,10,xe
12405,12405,c20-5,c20-5c1s5n1,43305,14,18,10,xe
12406,12406,c20-5,c20-5c1s4n0,43308,14,18,11,xe
12407,12407,c20-5,c20-5c1s4n1,43309,14,18,11,xe
12408,12408,c20-5,c20-5c1s3n0,43312,14,18,12,xe
12409,12409,c20-5,c20-5c1s3n1,43313,14,18,12,xe
12410,12410,c20-5,c20-5c1s2n0,43316,14,18,13,xe
12411,12411,c20-5,c20-5c1s2n1,43317,14,18,13,xe
12412,12412,c20-5,c20-5c1s1n0,43320,14,18,14,xe
12413,12413,c20-5,c20-5c1s1n1,43321,14,18,14,xe
12414,12414,c20-5,c20-5c1s0n0,43324,14,18,15,xe
12415,12415,c20-5,c20-5c1s0n1,43325,14,18,15,xe
12416,12416,c20-5,c20-5c0s0n0,43328,14,18,16,network
12417,12417,c20-5,c20-5c0s0n1,43329,14,18,16,service
12418,12418,c20-5,c20-5c0s1n0,43332,14,18,17,xe
12419,12419,c20-5,c20-5c0s1n1,43333,14,18,17,xe
12420,12420,c20-5,c20-5c0s2n0,43336,14,18,18,xe
12421,12421,c20-5,c20-5c0s2n1,43337,14,18,18,xe
12422,12422,c20-5,c20-5c0s3n0,43340,14,18,19,xe
12423,12423,c20-5,c20-5c0s3n1,43341,14,18,19,xe
12424,12424,c20-5,c20-5c0s4n0,43344,14,18,20,xe
12425,12425,c20-5,c20-5c0s4n1,43345,14,18,20,xe
12426,12426,c20-5,c20-5c0s5n0,43348,14,18,21,xe
12427,12427,c20-5,c20-5c0s5n1,43349,14,18,21,xe
12428,12428,c20-5,c20-5c0s6n0,43352,14,18,22,xe
12429,12429,c20-5,c20-5c0s6n1,43353,14,18,22,xe
12430,12430,c20-5,c20-5c0s7n0,43356,14,18,23,xe
12431,12431,c20-5,c20-5c0s7n1,43357,14,18,23,xe
12432,12432,c20-5,c20-5c0s7n2,43484,14,19,23,xe
12433,12433,c20-5,c20-5c0s7n3,43485,14,19,23,xe
12434,12434,c20-5,c20-5c0s6n2,43480,14,19,22,xe
12435,12435,c20-5,c20-5c0s6n3,43481,14,19,22,xe
12436,12436,c20-5,c20-5c0s5n2,43476,14,19,21,xe
12437,12437,c20-5,c20-5c0s5n3,43477,14,19,21,xe
12438,12438,c20-5,c20-5c0s4n2,43472,14,19,20,xe
12439,12439,c20-5,c20-5c0s4n3,43473,14,19,20,xe
12440,12440,c20-5,c20-5c0s3n2,43468,14,19,19,xe
12441,12441,c20-5,c20-5c0s3n3,43469,14,19,19,xe
12442,12442,c20-5,c20-5c0s2n2,43464,14,19,18,xe
12443,12443,c20-5,c20-5c0s2n3,43465,14,19,18,xe
12444,12444,c20-5,c20-5c0s1n2,43460,14,19,17,xe
12445,12445,c20-5,c20-5c0s1n3,43461,14,19,17,xe
12446,12446,c20-5,c20-5c0s0n2,43456,14,19,16,rsip
12447,12447,c20-5,c20-5c0s0n3,43457,14,19,16,rsip
12448,12448,c20-5,c20-5c1s0n2,43452,14,19,15,xe
12449,12449,c20-5,c20-5c1s0n3,43453,14,19,15,xe
12450,12450,c20-5,c20-5c1s1n2,43448,14,19,14,xe
12451,12451,c20-5,c20-5c1s1n3,43449,14,19,14,xe
12452,12452,c20-5,c20-5c1s2n2,43444,14,19,13,xe
12453,12453,c20-5,c20-5c1s2n3,43445,14,19,13,xe
12454,12454,c20-5,c20-5c1s3n2,43440,14,19,12,xe
12455,12455,c20-5,c20-5c1s3n3,43441,14,19,12,xe
12456,12456,c20-5,c20-5c1s4n2,43436,14,19,11,xe
12457,12457,c20-5,c20-5c1s4n3,43437,14,19,11,xe
12458,12458,c20-5,c20-5c1s5n2,43432,14,19,10,xe
12459,12459,c20-5,c20-5c1s5n3,43433,14,19,10,xe
12460,12460,c20-5,c20-5c1s6n2,43428,14,19,9,xe
12461,12461,c20-5,c20-5c1s6n3,43429,14,19,9,xe
12462,12462,c20-5,c20-5c1s7n2,43424,14,19,8,xe
12463,12463,c20-5,c20-5c1s7n3,43425,14,19,8,xe
12464,12464,c20-5,c20-5c2s7n2,43420,14,19,7,xe
12465,12465,c20-5,c20-5c2s7n3,43421,14,19,7,xe
12466,12466,c20-5,c20-5c2s6n2,43416,14,19,6,xe
12467,12467,c20-5,c20-5c2s6n3,43417,14,19,6,xe
12468,12468,c20-5,c20-5c2s5n2,43412,14,19,5,xe
12469,12469,c20-5,c20-5c2s5n3,43413,14,19,5,xe
12470,12470,c20-5,c20-5c2s4n2,43408,14,19,4,xe
12471,12471,c20-5,c20-5c2s4n3,43409,14,19,4,xe
12472,12472,c20-5,c20-5c2s3n2,43404,14,19,3,xe
12473,12473,c20-5,c20-5c2s3n3,43405,14,19,3,xe
12474,12474,c20-5,c20-5c2s2n2,43400,14,19,2,xe
12475,12475,c20-5,c20-5c2s2n3,43401,14,19,2,xe
12476,12476,c20-5,c20-5c2s1n2,43396,14,19,1,xe
12477,12477,c20-5,c20-5c2s1n3,43397,14,19,1,xe
12478,12478,c20-5,c20-5c2s0n2,43392,14,19,0,xe
12479,12479,c20-5,c20-5c2s0n3,43393,14,19,0,xe
12480,12480,c20-3,c20-3c0s0n0,43520,14,20,0,xe
12481,12481,c20-3,c20-3c0s0n1,43521,14,20,0,xe
12482,12482,c20-3,c20-3c0s1n0,43524,14,20,1,xe
12483,12483,c20-3,c20-3c0s1n1,43525,14,20,1,xe
12484,12484,c20-3,c20-3c0s2n0,43528,14,20,2,xe
12485,12485,c20-3,c20-3c0s2n1,43529,14,20,2,xe
12486,12486,c20-3,c20-3c0s3n0,43532,14,20,3,xe
12487,12487,c20-3,c20-3c0s3n1,43533,14,20,3,xe
12488,12488,c20-3,c20-3c0s4n0,43536,14,20,4,xe
12489,12489,c20-3,c20-3c0s4n1,43537,14,20,4,xe
12490,12490,c20-3,c20-3c0s5n0,43540,14,20,5,xe
12491,12491,c20-3,c20-3c0s5n1,43541,14,20,5,xe
12492,12492,c20-3,c20-3c0s6n0,43544,14,20,6,xe
12493,12493,c20-3,c20-3c0s6n1,43545,14,20,6,xe
12494,12494,c20-3,c20-3c0s7n0,43548,14,20,7,xe
12495,12495,c20-3,c20-3c0s7n1,43549,14,20,7,xe
12496,12496,c20-3,c20-3c1s7n0,43552,14,20,8,xe
12497,12497,c20-3,c20-3c1s7n1,43553,14,20,8,xe
12498,12498,c20-3,c20-3c1s6n0,43556,14,20,9,xe
12499,12499,c20-3,c20-3c1s6n1,43557,14,20,9,xe
12500,12500,c20-3,c20-3c1s5n0,43560,14,20,10,xe
12501,12501,c20-3,c20-3c1s5n1,43561,14,20,10,xe
12502,12502,c20-3,c20-3c1s4n0,43564,14,20,11,xe
12503,12503,c20-3,c20-3c1s4n1,43565,14,20,11,xe
12504,12504,c20-3,c20-3c1s3n0,43568,14,20,12,xe
12505,12505,c20-3,c20-3c1s3n1,43569,14,20,12,xe
12506,12506,c20-3,c20-3c1s2n0,43572,14,20,13,xe
12507,12507,c20-3,c20-3c1s2n1,43573,14,20,13,xe
12508,12508,c20-3,c20-3c1s1n0,43576,14,20,14,xe
12509,12509,c20-3,c20-3c1s1n1,43577,14,20,14,xe
12510,12510,c20-3,c20-3c1s0n0,43580,14,20,15,xe
12511,12511,c20-3,c20-3c1s0n1,43581,14,20,15,xe
12512,12512,c20-3,c20-3c2s0n0,43584,14,20,16,xe
